==============================================================================
Power-grid LG-ODE benchmark
model:                 latentode
task:                  interpolation
observed fraction:     0.4
data:                  C:\Users\nsubedi\Documents\lgode\LG-ODE\data\simbench_paper\1-MV-rural--0-sw.npz
SimBench code:         1-MV-rural--0-sw
nodes:                 97
features:              4
physical edges:        194
candidate pairs:        194
device:                cuda
parameters:            52788
trainable parameters:  52788
windows train/val/test: 1024/219/219
result:                C:\Users\nsubedi\Documents\lgode\LG-ODE\results\protocol_v5_publication_both_tasks_obs40_bs8\protocol_v5_publication_both_tasks_obs40_bs8__interpolation__obs40__latentode__seed4.json
checkpoint:            C:\Users\nsubedi\Documents\lgode\LG-ODE\checkpoints\protocol_v5_publication_both_tasks_obs40_bs8\protocol_v5_publication_both_tasks_obs40_bs8__interpolation__obs40__latentode__seed4.pt
==============================================================================
epoch=0001 loss=2240.779858 train_diag_mse=0.448121 val_mse=0.218948 val_mae=0.131400 best_val_mse=0.222872 lr=5.000e-04 time=46.13s
epoch=0002 loss=843.125897 train_diag_mse=0.168543 val_mse=0.102363 val_mae=0.101240 best_val_mse=0.107115 lr=5.000e-04 time=46.15s
epoch=0003 loss=537.958402 train_diag_mse=0.107445 val_mse=0.077102 val_mae=0.094375 best_val_mse=0.081984 lr=5.000e-04 time=46.12s
epoch=0004 loss=419.311239 train_diag_mse=0.083628 val_mse=0.060452 val_mae=0.084393 best_val_mse=0.065218 lr=5.000e-04 time=46.10s
epoch=0005 loss=361.946646 train_diag_mse=0.072052 val_mse=0.055511 val_mae=0.082349 best_val_mse=0.060204 lr=5.000e-04 time=46.03s
epoch=0006 loss=335.103941 train_diag_mse=0.066578 val_mse=0.053063 val_mae=0.078177 best_val_mse=0.057616 lr=5.000e-04 time=45.88s
epoch=0007 loss=315.794057 train_diag_mse=0.062611 val_mse=0.050066 val_mae=0.074582 best_val_mse=0.054593 lr=5.000e-04 time=46.03s
epoch=0008 loss=296.874518 train_diag_mse=0.058728 val_mse=0.047360 val_mae=0.071686 best_val_mse=0.051849 lr=5.000e-04 time=46.24s
epoch=0009 loss=275.694463 train_diag_mse=0.054398 val_mse=0.044406 val_mae=0.070496 best_val_mse=0.048570 lr=5.000e-04 time=46.17s
epoch=0010 loss=253.206293 train_diag_mse=0.049807 val_mse=0.043052 val_mae=0.069724 best_val_mse=0.047394 lr=5.000e-04 time=45.95s
epoch=0011 loss=237.807106 train_diag_mse=0.046720 val_mse=0.040460 val_mae=0.069757 best_val_mse=0.044757 lr=5.000e-04 time=46.00s
epoch=0012 loss=229.122892 train_diag_mse=0.044975 val_mse=0.039384 val_mae=0.067229 best_val_mse=0.043510 lr=5.000e-04 time=45.70s
epoch=0013 loss=222.655499 train_diag_mse=0.043676 val_mse=0.039287 val_mae=0.068211 best_val_mse=0.043510 lr=5.000e-04 time=45.76s
epoch=0014 loss=218.771696 train_diag_mse=0.042892 val_mse=0.038592 val_mae=0.067136 best_val_mse=0.042678 lr=5.000e-04 time=46.05s
epoch=0015 loss=214.425290 train_diag_mse=0.042019 val_mse=0.038400 val_mae=0.065734 best_val_mse=0.042572 lr=5.000e-04 time=45.11s
epoch=0016 loss=211.361978 train_diag_mse=0.041401 val_mse=0.037628 val_mae=0.064352 best_val_mse=0.041835 lr=5.000e-04 time=45.16s
epoch=0017 loss=208.157132 train_diag_mse=0.040756 val_mse=0.038504 val_mae=0.064894 best_val_mse=0.041835 lr=5.000e-04 time=45.26s
epoch=0018 loss=208.561458 train_diag_mse=0.040832 val_mse=0.037584 val_mae=0.065674 best_val_mse=0.041639 lr=5.000e-04 time=46.00s
epoch=0019 loss=204.464743 train_diag_mse=0.040010 val_mse=0.037124 val_mae=0.066139 best_val_mse=0.041160 lr=5.000e-04 time=45.14s
epoch=0020 loss=201.985168 train_diag_mse=0.039512 val_mse=0.037464 val_mae=0.064971 best_val_mse=0.041160 lr=5.000e-04 time=45.58s
epoch=0021 loss=200.537180 train_diag_mse=0.039221 val_mse=0.037320 val_mae=0.069461 best_val_mse=0.041160 lr=5.000e-04 time=45.79s
epoch=0022 loss=198.204810 train_diag_mse=0.038753 val_mse=0.037308 val_mae=0.065285 best_val_mse=0.041160 lr=5.000e-04 time=45.55s
epoch=0023 loss=196.808616 train_diag_mse=0.038471 val_mse=0.036770 val_mae=0.065075 best_val_mse=0.040888 lr=5.000e-04 time=45.74s
epoch=0024 loss=195.811589 train_diag_mse=0.038271 val_mse=0.036446 val_mae=0.063392 best_val_mse=0.040552 lr=5.000e-04 time=45.40s
epoch=0025 loss=194.051526 train_diag_mse=0.037918 val_mse=0.036510 val_mae=0.064197 best_val_mse=0.040552 lr=5.000e-04 time=45.04s
epoch=0026 loss=191.419118 train_diag_mse=0.037390 val_mse=0.035700 val_mae=0.063547 best_val_mse=0.039739 lr=5.000e-04 time=45.21s
epoch=0027 loss=190.978435 train_diag_mse=0.037302 val_mse=0.036349 val_mae=0.067702 best_val_mse=0.039739 lr=5.000e-04 time=45.35s
epoch=0028 loss=188.946342 train_diag_mse=0.036895 val_mse=0.035735 val_mae=0.065308 best_val_mse=0.039543 lr=5.000e-04 time=45.45s
epoch=0029 loss=187.007557 train_diag_mse=0.036508 val_mse=0.035783 val_mae=0.065075 best_val_mse=0.039543 lr=5.000e-04 time=45.71s
epoch=0030 loss=185.921796 train_diag_mse=0.036288 val_mse=0.034643 val_mae=0.064027 best_val_mse=0.038551 lr=5.000e-04 time=45.41s
epoch=0031 loss=183.685556 train_diag_mse=0.035841 val_mse=0.034245 val_mae=0.063030 best_val_mse=0.038119 lr=5.000e-04 time=45.11s
epoch=0032 loss=184.053579 train_diag_mse=0.035916 val_mse=0.034258 val_mae=0.062495 best_val_mse=0.038119 lr=5.000e-04 time=45.17s
epoch=0033 loss=181.234004 train_diag_mse=0.035350 val_mse=0.033467 val_mae=0.062698 best_val_mse=0.037375 lr=5.000e-04 time=45.76s
epoch=0034 loss=179.956243 train_diag_mse=0.035093 val_mse=0.034068 val_mae=0.065490 best_val_mse=0.037375 lr=5.000e-04 time=45.76s
epoch=0035 loss=178.550338 train_diag_mse=0.034811 val_mse=0.033973 val_mae=0.063915 best_val_mse=0.037375 lr=5.000e-04 time=45.79s
epoch=0036 loss=177.501308 train_diag_mse=0.034600 val_mse=0.033471 val_mae=0.063838 best_val_mse=0.037375 lr=5.000e-04 time=45.44s
epoch=0037 loss=176.956607 train_diag_mse=0.034489 val_mse=0.033501 val_mae=0.063213 best_val_mse=0.037375 lr=5.000e-04 time=45.48s
epoch=0038 loss=176.060127 train_diag_mse=0.034310 val_mse=0.033034 val_mae=0.062248 best_val_mse=0.036943 lr=5.000e-04 time=45.16s
epoch=0039 loss=175.529612 train_diag_mse=0.034204 val_mse=0.033197 val_mae=0.063946 best_val_mse=0.036943 lr=5.000e-04 time=46.21s
epoch=0040 loss=173.931515 train_diag_mse=0.033885 val_mse=0.032555 val_mae=0.062884 best_val_mse=0.036398 lr=5.000e-04 time=45.95s
epoch=0041 loss=172.676420 train_diag_mse=0.033632 val_mse=0.032407 val_mae=0.062379 best_val_mse=0.036378 lr=5.000e-04 time=46.21s
epoch=0042 loss=172.996168 train_diag_mse=0.033696 val_mse=0.032124 val_mae=0.062009 best_val_mse=0.036149 lr=5.000e-04 time=45.53s
epoch=0043 loss=171.430473 train_diag_mse=0.033379 val_mse=0.031960 val_mae=0.062112 best_val_mse=0.035859 lr=5.000e-04 time=45.94s
epoch=0044 loss=170.838622 train_diag_mse=0.033263 val_mse=0.032211 val_mae=0.062930 best_val_mse=0.035859 lr=5.000e-04 time=45.92s
